time_tag,sxr_a,sxr_b,source
2022-03-28 11:16:00+00:00,1.2332106514816114e-07,1.5415133143520144e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:17:00+00:00,1.254171592178212e-07,1.5677144902227649e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:18:00+00:00,1.2754875101895485e-07,1.5943593877369357e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:19:00+00:00,1.2971363202102495e-07,1.6214204002628118e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:20:00+00:00,1.31909393405597e-07,1.6488674175699624e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:21:00+00:00,1.3413343374878796e-07,1.6766679218598496e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:22:00+00:00,1.3638296891137738e-07,1.7047871113922172e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:23:00+00:00,1.386550441478977e-07,1.7331880518487212e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:24:00+00:00,1.409465484220367e-07,1.7618318552754588e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:25:00+00:00,1.4325423089534734e-07,1.7906778861918418e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:26:00+00:00,1.4557471954177198e-07,1.8196839942721497e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:27:00+00:00,1.479045418343807e-07,1.8488067729297588e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:28:00+00:00,1.5024014745586443e-07,1.8780018431983053e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:29:00+00:00,1.5257793300392986e-07,1.9072241625491233e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:30:00+00:00,1.5491426870041154e-07,1.9364283587551442e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:31:00+00:00,1.5724552717261254e-07,1.9655690896576566e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:32:00+00:00,1.5956811446151507e-07,1.9946014307689384e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:33:00+00:00,1.6187850352888495e-07,2.023481294111062e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:34:00+00:00,1.6417327068922502e-07,2.0521658836153127e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:35:00+00:00,1.6644913558877763e-07,2.0806141948597203e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:36:00+00:00,1.687030055985554e-07,2.1087875699819426e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:37:00+00:00,1.7093202578836157e-07,2.1366503223545195e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:38:00+00:00,1.7313363601094157e-07,2.1641704501367697e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:39:00+00:00,1.7530563705701278e-07,2.19132046321266e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:40:00+00:00,1.774462683501309e-07,2.2180783543766358e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:41:00+00:00,1.7955430024203852e-07,2.2444287530254805e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:42:00+00:00,1.8162914465036324e-07,2.270364308129537e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:43:00+00:00,1.836709885559779e-07,2.295887356949715e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:44:00+00:00,1.8568095574957112e-07,2.321011946869616e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:45:00+00:00,1.876613031854987e-07,2.3457662898186743e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:46:00+00:00,1.8961565936116013e-07,2.370195742014349e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:47:00+00:00,1.9154931328186955e-07,2.394366416022983e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:48:00+00:00,1.9346956377753178e-07,2.418369547218183e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:49:00+00:00,1.9538614018299165e-07,2.442326752285028e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:50:00+00:00,1.973117066432655e-07,2.466396333035094e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:51:00+00:00,1.9926246351084722e-07,2.4907807938719654e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:52:00+00:00,2.01258860404565e-07,2.5157357550251345e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:53:00+00:00,2.0332643642318682e-07,2.5415804552161784e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:54:00+00:00,2.0549680366184736e-07,2.568710045605802e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:55:00+00:00,2.0780879045930042e-07,2.5976098803671957e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:56:00+00:00,2.1030976058748253e-07,2.628872006520103e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:57:00+00:00,2.130571237462904e-07,2.663214045044093e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:58:00+00:00,2.1612005109861677e-07,2.701500634925215e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 11:59:00+00:00,2.1958140701861348e-07,2.7447675797349288e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:00:00+00:00,2.2353990457256293e-07,2.7942487906180325e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:01:00+00:00,2.2811248735414505e-07,2.851406058255071e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:02:00+00:00,2.3343693401538876e-07,2.9179616077028968e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:03:00+00:00,2.3967467405654203e-07,2.9959332925324517e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:04:00+00:00,2.470137940842332e-07,3.087672167339362e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:05:00+00:00,2.5567220278927997e-07,3.1959020400633597e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:06:00+00:00,2.659009103691686e-07,3.323760447951314e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:07:00+00:00,2.7798736413990283e-07,3.4748403247178756e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:08:00+00:00,2.922587668538844e-07,3.6532314338972603e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:09:00+00:00,3.0908528807410223e-07,3.863560438209932e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:10:00+00:00,3.288830622701906e-07,4.111028262053034e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:11:00+00:00,3.5211685063163656e-07,4.401443190501158e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:12:00+00:00,3.7930222757822545e-07,4.741247941506923e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:13:00+00:00,4.1100713832302906e-07,5.137538757796463e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:14:00+00:00,4.47852661416477e-07,5.598074402048986e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:15:00+00:00,4.905128008202994e-07,6.1312728151953845e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:16:00+00:00,5.39713126580011e-07,6.7461931256734025e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:17:00+00:00,5.962280823997572e-07,7.452500690142244e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:18:00+00:00,6.608767831144521e-07,8.260412916151106e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:19:00+00:00,7.345171358384106e-07,9.180623776358149e-06,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:20:00+00:00,8.180381359686764e-07,1.02242051823007e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:21:00+00:00,9.123502136497793e-07,1.1402483751261176e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:22:00+00:00,1.018373538103299e-06,1.2726891977156677e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:23:00+00:00,1.1370242266980728e-06,1.4208793406407072e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:24:00+00:00,1.269198453107304e-06,1.5859282118620398e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:25:00+00:00,1.4157545047248876e-06,1.7688957610720555e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:26:00+00:00,1.5774929040560893e-06,1.9707677067295265e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:27:00+00:00,1.7551347823071019e-06,2.192428794914828e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:28:00+00:00,1.949298775795773e-06,2.434634482026761e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:29:00+00:00,2.1604768063679522e-06,2.697981532927715e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:30:00+00:00,2.3890092039718466e-06,2.982878122883893e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:31:00+00:00,2.63505972972929e-06,3.289514121564269e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:32:00+00:00,2.898591156329502e-06,3.61783231624113e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:33:00+00:00,3.1793421526123945e-06,3.9675013948848345e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:34:00+00:00,3.4768062924530015e-06,4.337891553882293e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:35:00+00:00,3.790214055157048e-06,4.7280536157585005e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:36:00+00:00,4.11851869618684e-06,5.13670253618926e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:37:00+00:00,4.460386835128853e-06,5.5622061441351813e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:38:00+00:00,4.814194527114311e-06,6.002579892400072e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:39:00+00:00,5.178029453194541e-06,6.455488297713418e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:40:00+00:00,5.549699688181906e-06,6.918253620177657e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:41:00+00:00,5.926749290082906e-06,7.387872173543666e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:42:00+00:00,6.30648071690516e-06,7.861038473566835e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:43:00+00:00,6.685983830848852e-06,8.334177226252078e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:44:00+00:00,7.062171014240731e-06,8.803482936939005e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:45:00+00:00,7.431817712190957e-06,9.26496669178219e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:46:00+00:00,7.791607546358719e-06,9.714509432948398e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:47:00+00:00,8.138181019588224e-06,0.00010147920826028775,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:48:00+00:00,8.468186753659811e-06,0.00010561002611212856,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:49:00+00:00,8.778334167458205e-06,0.00010949615147013767,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:50:00+00:00,9.065446501713172e-06,0.0001130974570457685,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:51:00+00:00,9.326513118264378e-06,0.00011637576958770506,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:52:00+00:00,9.55874003607571e-06,0.00011929554055044913,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:53:00+00:00,9.759597705118199e-06,0.00012182448612617988,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:54:00+00:00,9.926865059037855e-06,0.00012393418057304504,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:55:00+00:00,1.0058668929181455e-05,0.00012560058761700935,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:56:00+00:00,1.0153517951166078e-05,0.00012680451604913306,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:57:00+00:00,1.0210330158548784e-05,0.0001275319874499817,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:58:00+00:00,1.0228453544792928e-05,0.000127774506193072,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 12:59:00+00:00,1.2179310676457142e-05,0.0001521746204969077,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:00:00+00:00,1.2091910864298626e-05,0.00015109481951202535,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:01:00+00:00,1.1966931244101123e-05,0.00014954353514529058,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:02:00+00:00,1.1805481356330873e-05,0.00014753468313332674,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:03:00+00:00,1.1609083022999476e-05,0.00014508739303717118,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:04:00+00:00,1.1379642431470028e-05,0.0001422256405161958,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:05:00+00:00,1.111941508472656e-05,0.0001389777917293915,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:06:00+00:00,1.083096449325792e-05,0.00013537607193231816,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:07:00+00:00,1.0517115667695068e-05,0.0001314559721478478,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:08:00+00:00,1.0180904614303703e-05,0.0001272556091335754,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:09:00+00:00,9.825525131204244e-06,0.0001228150547127342,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:10:00+00:00,9.454274248972129e-06,0.00011817565086301705,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:11:00+00:00,9.070497655423882e-06,0.00011337932677343744,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:12:00+00:00,8.677536393963048e-06,0.00010846793340723035,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:13:00+00:00,8.278676032966074e-06,0.00010348260999045395,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:14:00+00:00,7.877099376892553e-06,9.846319533837737e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:15:00+00:00,7.475843635521167e-06,9.344769510415986e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:16:00+00:00,7.077762793710905e-06,8.847181396480958e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:17:00+00:00,6.685495738097879e-06,8.356855953116513e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:18:00+00:00,6.301440506557031e-06,7.876792246630591e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
2022-03-28 13:19:00+00:00,5.927734837925383e-06,7.409663500282588e-05,offline replay calibrated to GOES class/timing for 2022-03-28 X1.5
